Date,Code,Close,ret1_forecast,ret2_forecast
2023-12-15,33150,119.0,0.0023947714087049,0.0065833185312481
2023-12-15,71820,1443.0,0.00218853736678,0.0014639394030888
2023-12-15,68030,95.0,0.0019970837819234,0.0149480471670098
2023-12-15,45960,79.0,0.001744094980482,0.0036024311628154
2023-12-15,86130,828.0,0.0015977331492421,0.0018333174451658
2023-12-15,36870,1229.0,0.0014433434957624,0.0010611007179367
2023-12-15,23450,248.0,0.0014118947058987,0.0240736849758539
2023-12-15,43680,4140.0,0.0013466558940171,-0.0001357916552738
2023-12-15,98120,349.0,0.0012467144416789,0.0016082877032256
2023-12-15,30880,2541.5,0.0011442530295639,0.0051998624659993
2023-12-15,72220,910.0,0.0009993754402175,-0.0010496137521169
2023-12-15,60280,3527.0,0.0008211685242028,-0.0020858376613588
2023-12-15,48400,354.0,0.0008094954999937,0.0018055365758863
2023-12-15,83580,770.0,0.0008063491281944,-9.6492096582907e-05
2023-12-15,60540,259.0,0.000762854543335,0.0009096799087533
2023-12-15,81850,851.0,0.0006763482411418,0.0031720263814209
2023-12-15,25790,2003.5,0.0006350787017315,0.0031375143483158
2023-12-15,82890,525.0,0.0004967925626907,0.0001720867296351
2023-12-15,21850,1213.0,0.0004726377071671,0.0003890537149242
2023-12-15,24240,646.0,0.000451530061482,0.0002815643076342
2023-12-15,26130,1967.0,0.0004490178008569,0.0014898121568951
2023-12-15,35290,500.0,0.0004450767447717,0.0001959086072583
2023-12-15,76760,808.0,0.0004004336631683,0.0043931757555905
2023-12-15,88360,17.0,0.000397562726571,0.0026706424143166
2023-12-15,45990,574.0,0.0003761823446589,0.0147243651623844
2023-12-15,99780,35.0,0.0003742962749208,0.0041287549727781
2023-12-15,91730,2600.0,0.000351124892291,-2.776890348136781e-05
2023-12-15,68750,4485.0,0.0003440523386791,-0.0003905444289549
2023-12-15,78070,1304.0,0.0003429390470365,0.0044429324240571
2023-12-15,43310,1128.0,0.0003046674936252,-0.0005088522373355
2023-12-15,43440,170.0,0.000300301064717,0.0074016219280093
2023-12-15,64540,2964.0,0.0002918329527612,-0.0003416550101413
2023-12-15,90010,3793.0,0.000285349287214,-0.0004495404936648
2023-12-15,31570,1237.0,0.0002812737980877,4.077459778068261e-05
2023-12-15,28130,2260.0,0.0002628447814964,0.0010758090573575
2023-12-15,78930,1272.0,0.0002584928831199,0.0008377478300007
2023-12-15,87470,1102.0,0.000257163796103,0.000582933148046
2023-12-15,90340,1905.0,0.0002434605972629,0.0003363901245719
2023-12-15,31910,1825.0,0.0002337986464372,-0.0007226329335601
2023-12-15,32800,639.0,0.0002273117607431,-0.0001126506951932
2023-12-15,31310,2333.0,0.000199192065731,-0.0019117545276382
2023-12-15,75540,1178.0,0.0001866029267726,-0.0005968375686951
2023-12-15,87930,3275.0,0.0001860554641807,0.0004827547902863
2023-12-15,76350,1085.0,0.0001840916974902,-0.0002950885850377
2023-12-15,64900,4265.0,0.0001736005873819,-0.0014446509935973
2023-12-15,99800,109.0,0.0001730255363472,-0.0012613029394754
2023-12-15,24120,1980.0,0.0001725818659437,-0.0033224830763913
2023-12-15,98570,1801.0,0.0001700307840776,0.0008890291658499
2023-12-15,76700,763.0,0.0001676391235667,0.0005293253282912
2023-12-15,36410,890.0,0.0001671587625898,0.0013769353771848
2023-12-15,53020,4580.0,0.0001641156952633,0.0008776082841683
2023-12-15,53310,6640.0,0.0001634454223976,0.0006129090007549
2023-12-15,76380,1862.0,0.0001598756820809,0.000856110255651
2023-12-15,99770,2579.0,0.0001527974635203,0.0004340115003254
2023-12-15,67690,874.0,0.000148272987849,-0.0017536313622336
2023-12-15,90570,2405.0,0.0001119948389489,0.0005411217106997
2023-12-15,38910,1755.0,0.0001075193555354,0.0004313669657896
2023-12-15,82470,444.0,9.83212476339426e-05,0.0018988711495275
2023-12-15,94410,1675.0,9.80499208393805e-05,0.0018077565016027
2023-12-15,67480,481.0,9.643100011383408e-05,0.0004027794002495
2023-12-15,40820,958.0,8.81596842574254e-05,0.0003072275935097
2023-12-15,49360,956.0,8.576106373225807e-05,-0.0017805971009762
2023-12-15,39550,1205.0,8.253960444415761e-05,0.0007000198040721
2023-12-15,90740,2876.0,8.17663041482076e-05,0.0011606696392944
2023-12-15,95510,2036.0,7.966731201733105e-05,-0.0014672117510452
2023-12-15,56120,1097.0,7.700891860280585e-05,-0.0019928599606988
2023-12-15,88180,1400.0,7.648679287495852e-05,0.0017408900122995
2023-12-15,23730,614.0,7.639857618328104e-05,0.0006989176988533
2023-12-15,80910,3945.0,7.562635488975843e-05,0.000886828911905
2023-12-15,50350,489.0,7.472607451536996e-05,0.0006418005774793
2023-12-15,31920,328.0,5.508992613453093e-05,0.0002415258739802
2023-12-15,23070,1081.0,5.4124025371792136e-05,0.0012373153926257
2023-12-15,50180,1249.0,4.829234535692781e-05,0.0020006246145417
2023-12-15,82070,301.0,3.906542124295597e-05,0.0006335508696563
2023-12-15,87060,967.0,3.355838697714626e-05,0.0022837018401983
2023-12-15,33870,1045.0,2.739962517132659e-05,-0.002033197611956
2023-12-15,49120,1305.0,2.525535259334153e-05,0.0018025484871591
2023-12-15,88980,1060.0,1.4324150237311268e-05,0.0005030356485998
2023-12-15,36940,800.0,-7.751859817552656e-07,0.0010413637123936
2023-12-15,97950,1878.0,-3.2599589484864267e-06,0.0020144599698601
2023-12-15,46710,2062.0,-5.5465022039655445e-06,-0.0019535829934559
2023-12-15,59050,1779.0,-9.438184773106797e-06,-0.0006809693091171
2023-12-15,90030,2730.5,-1.7181929122714984e-05,-0.0009439324877076
2023-12-15,64110,7060.0,-2.9502679057809792e-05,0.0014512639692803
2023-12-15,71990,1686.0,-3.178504162999446e-05,-0.0022943972173139
2023-12-15,74500,1251.0,-3.1916352028217344e-05,0.001430648283405
2023-12-15,78050,656.0,-3.476559215449386e-05,0.0018183020810777
2023-12-15,24870,1215.0,-3.5684302551588e-05,0.0003865246938745
2023-12-15,73150,835.0,-5.27373742056505e-05,-0.002637602921281
2023-12-15,59510,712.0,-5.790550576175649e-05,0.0011728521341541
2023-12-15,27960,638.0,-7.055114799444852e-05,-0.000470945895272
2023-12-15,33520,1260.0,-7.117496749051577e-05,0.00129920197908
2023-12-15,79150,1480.0,-7.672136292581913e-05,0.0006573771876904
2023-12-15,23320,1164.0,-7.8486313816269e-05,0.0006609752841305
2023-12-15,29040,730.0,-8.03946965983739e-05,0.0011661197058318
2023-12-15,66430,2258.0,-8.376122301334404e-05,0.0007256193889397
2023-12-15,37500,1079.0,-8.90938266124187e-05,0.0012621820141005
2023-12-15,73710,509.0,-9.398471340142412e-05,0.001428784775398
2023-12-15,26640,2470.0,-9.61141395972762e-05,0.0025792778483259
2023-12-15,65400,909.0,-9.64646255703969e-05,0.0006223967186492
2023-12-15,61210,2593.0,-9.777714715914852e-05,0.0002901182187848
2023-12-15,59940,1054.0,-9.820624422012584e-05,0.0002234267167165
2023-12-15,90660,2431.0,-0.0001005595335583,0.0006755168951765
2023-12-15,74140,1660.0,-0.000112734299699,0.0012751656567434
2023-12-15,67780,690.0,-0.0001225271720358,0.0010402796907072
2023-12-15,42950,478.0,-0.0001280107657519,0.000501285714894
2023-12-15,46500,285.0,-0.0001320468067228,0.0017075145477492
2023-12-15,23590,1712.0,-0.0001342555823584,0.0014716303297761
2023-12-15,41880,942.1,-0.0001389791082278,0.0004845617776096
2023-12-15,61030,5918.0,-0.0001390181214876,-0.0005763017333893
2023-12-15,64120,2051.0,-0.0001542271624007,0.0041038088510012
2023-12-15,45770,1906.0,-0.0001552963081508,0.0016628957700018
2023-12-15,59840,715.0,-0.0001568575875917,-0.0004932276868572
2023-12-15,94190,233.0,-0.0001603899232616,0.0023588838093872
2023-12-15,85660,4650.0,-0.0001644553728424,0.0011655109670443
2023-12-15,33410,1313.0,-0.0001793158475092,-0.0036408399973428
2023-12-15,26070,2359.5,-0.0001832923582459,0.0027306847410426
2023-12-15,96120,2625.0,-0.0001865991089375,0.000618705598064
2023-12-15,77740,480.0,-0.0001970388220022,-0.0001711871516525
2023-12-15,71290,990.0,-0.0002096284333334,0.0012789491576715
2023-12-15,68240,2150.0,-0.0002099422632235,0.0016485672050037
2023-12-15,36880,1315.0,-0.0002111077229479,-0.00160593963735
2023-12-15,25730,2587.0,-0.0002126444671634,0.0016016691967297
2023-12-15,28740,1051.0,-0.0002131208317982,0.0032613665767604
2023-12-15,56590,4740.0,-0.0002161725977238,0.0002148202335577
2023-12-15,43670,2252.0,-0.0002318188930675,0.0004308388065152
2023-12-15,53880,973.0,-0.0002324473750464,-0.0009568004349803
2023-12-15,44520,5811.0,-0.0002403232347243,-0.0002753598316509
2023-12-15,29810,2314.0,-0.0002623263284462,0.0002617546874433
2023-12-15,23910,1214.0,-0.0002657880852421,0.0017589887081791
2023-12-15,31590,328.0,-0.0002720504402318,0.00215704362158
2023-12-15,91620,434.0,-0.0002720759962998,0.0007563633632309
2023-12-15,47180,1772.0,-0.0002755535355037,0.0022016549323242
2023-12-15,60870,2975.0,-0.0002791734204672,0.0003516547939034
2023-12-15,44630,933.0,-0.0002879553227535,0.0010611287610697
2023-12-15,61370,3800.0,-0.0002934427346382,-0.0004029175767397
2023-12-15,64690,539.0,-0.0003041116829126,0.0006154121773398
2023-12-15,34450,2854.0,-0.0003147152173924,-0.0020044044921321
2023-12-15,94490,2521.0,-0.000330741930688,-0.0027658315231159
2023-12-15,73050,2797.0,-0.0003348881907382,-0.0002030449324573
2023-12-15,81370,2220.0,-0.0003434280648244,0.0002731647526527
2023-12-15,22920,3270.0,-0.00034546797733,0.0010942745315407
2023-12-15,25900,5660.0,-0.0003601838652928,0.0012073070150578
2023-12-15,42290,2925.0,-0.0003607519135976,0.0004868151806644
2023-12-15,21300,936.0,-0.0003622743039586,0.0010480848441687
2023-12-15,81980,2914.0,-0.0003627600253745,0.0007518178283427
2023-12-15,81290,3302.0,-0.0003798876075448,0.000942039421484
2023-12-15,60350,1495.0,-0.0003922525930843,-0.0034645080809875
2023-12-15,45260,2184.0,-0.0003979167553784,0.002839669404371
2023-12-15,19680,4025.0,-0.0004087062134401,-0.0003594695150351
2023-12-15,49800,4145.0,-0.000412466718722,0.0094639570774163
2023-12-15,59740,642.0,-0.0004381544782691,0.0013388860129027
2023-12-15,37120,3330.0,-0.0004453980133,0.0022386041654053
2023-12-15,27050,4785.0,-0.0004661883711683,0.0009393900593334
2023-12-15,86160,513.0,-0.0004748503277886,0.0025789262952549
2023-12-15,22880,1568.0,-0.0004923487562646,0.0019482016080312
2023-12-15,32040,436.0,-0.0004993669384991,0.0010628532861383
2023-12-15,30360,1308.0,-0.0005059212518758,0.0003001933469548
2023-12-15,88500,2810.0,-0.0005195741513055,9.401815178309856e-05
2023-12-15,82260,213.0,-0.0005369918583081,0.0005005153397951
2023-12-15,99960,1535.0,-0.000544685216379,0.002767366228421
2023-12-15,19800,1373.0,-0.0005670948527671,-0.0032013916448286
2023-12-15,99020,2791.0,-0.0005732206819066,-0.0010053797630367
2023-12-15,89140,2604.0,-0.0005767804261422,0.00109693980965
2023-12-15,77250,967.0,-0.0006140148452712,0.0008486569165063
2023-12-15,46110,999.0,-0.0006467240389834,-0.0008088179471402
2023-12-15,83650,1671.0,-0.0006529555456748,0.0006388402735556
2023-12-15,35980,160.0,-0.0006581730750745,0.0004891442389977
2023-12-15,40990,1670.0,-0.0006689291234174,0.0004479853390174
2023-12-15,31830,1119.0,-0.0006692627072434,0.0012158153470873
2023-12-15,70390,1468.0,-0.0006741952767718,0.000901763058436
2023-12-15,94160,1183.0,-0.0006808971308918,-0.0030329868889242
2023-12-15,36550,966.0,-0.0006833155299629,-0.0015844812139891
2023-12-15,52570,2274.0,-0.0007214598992196,-0.0013225721450279
2023-12-15,41240,1538.0,-0.0007214695609198,0.0003237305030008
2023-12-15,17620,2717.0,-0.0007249890056331,-0.0005009812522944
2023-12-15,77440,2833.0,-0.0007692271046623,0.0009657913354427
2023-12-15,74200,1929.0,-0.0007904140085733,0.0011321349996322
2023-12-15,18780,16195.0,-0.0008017282801301,-0.0005860082230326
2023-12-15,31340,902.0,-0.0008063530882545,0.0037220326510964
2023-12-15,21220,908.0,-0.0008165387359757,0.0016904110716279
2023-12-15,45270,2805.0,-0.0008231863283877,0.0135501669748638
2023-12-15,92140,1912.0,-0.0008647076770523,-0.0016641172434303
2023-12-15,64130,2638.0,-0.0008702123662046,0.0019229996968237
2023-12-15,21500,882.0,-0.0008829986967779,-0.0028086524663827
2023-12-15,62780,3235.0,-0.0009024233025157,-0.0001019662579594
2023-12-15,69280,1547.0,-0.0009127876424324,-0.0033541571573533
2023-12-15,50270,850.0,-0.0009201007046972,-0.0011608217860061
2023-12-15,97600,264.0,-0.0009447812505806,0.002256851460023
2023-12-15,43460,719.0,-0.0009709731899722,0.0017257315688942
2023-12-15,63250,499.0,-0.0009883858599076,-0.0014190933848299
2023-12-15,40250,3330.0,-0.000995262912634,0.0003861351599333
2023-12-15,67550,2101.5,-0.0010490209335902,0.0088836384311113
2023-12-15,75990,917.0,-0.0010570667225592,-0.0043253196459827
2023-12-15,19790,4095.0,-0.0010588704032535,0.000592057388631
2023-12-15,27520,1408.0,-0.0010857925700624,0.0003851227203815
2023-12-15,65790,598.0,-0.0011104383637934,-0.0023774252517525
2023-12-15,83610,1852.0,-0.0011590195189456,0.0011962220514091
2023-12-15,68060,16250.0,-0.0011662659366051,-0.0032413397287709
2023-12-15,43620,2791.0,-0.0011837772993294,-0.0009568379846342
2023-12-15,81070,18.0,-0.0011994802012011,0.0026706854328439
2023-12-15,92510,1008.0,-0.0012220283235837,-0.0030635949224216
2023-12-15,91450,2698.0,-0.001228506168295,-0.0003580879226171
2023-12-15,19490,2662.0,-0.0012548522559807,-0.0027882439150686
2023-12-15,44320,2921.0,-0.0012715625703537,0.0018216008288461
2023-12-15,73840,1852.0,-0.0012830551625195,0.0004432461471795
2023-12-15,29230,5650.0,-0.0013021895000188,0.0012380489943917
2023-12-15,88420,6780.0,-0.0013360857194575,-0.0029565808841534
2023-12-15,52100,1381.0,-0.0013511687260754,-0.0025876831372581
2023-12-15,62680,2797.5,-0.0014519013833288,-0.0033971601416083
2023-12-15,80510,1165.0,-0.0014635402279748,-0.0046186270575513
2023-12-15,62220,1506.0,-0.0014659912125086,-0.0027681616618376
2023-12-15,91590,2446.0,-0.0015086659049221,0.0026296089613731
2023-12-15,70800,1604.0,-0.0015492856729651,0.0025192226690997
2023-12-15,23230,839.0,-0.0015585512689691,-0.0019703256558868
2023-12-15,50749,420.0,-0.0015867118401371,-0.005885538347917
2023-12-15,39940,4266.0,-0.0016646557700017,-0.0050730668882423
2023-12-15,92620,1049.0,-0.001677787552344,-0.0028324407208071
2023-12-15,32910,2178.0,-0.0016854008485841,-0.0023866170730544
2023-12-15,40110,8350.0,-0.0016859720027194,-0.0039489083639907
2023-12-15,70850,637.0,-0.0017249051717928,-0.0045946642843826
2023-12-15,13790,1722.0,-0.0017292137452908,0.0001189638948671
2023-12-15,84100,297.2,-0.0017462228629525,0.009230945820414
2023-12-15,63830,2841.0,-0.0017697923230482,-0.0032715207665491
2023-12-15,61940,604.0,-0.0018375663719668,0.009756613251452
2023-12-15,36280,805.0,-0.0018449259397028,-0.0007406692127356
2023-12-15,39630,724.0,-0.001854375190989,-0.0020812419119491
2023-12-15,62450,1804.0,-0.0018692383055503,0.0014311353674318
2023-12-15,24370,598.0,-0.0018907151784984,-0.0044353648481244
2023-12-15,59010,2191.5,-0.0019125217397676,0.0057502934253167
2023-12-15,63450,1067.0,-0.0019377243682088,-0.003860207609719
2023-12-15,65210,3115.0,-0.0019676828045016,-0.0017714731827942
2023-12-15,67860,59.0,-0.0019882352284428,-0.0066561421982298
2023-12-15,22010,4994.0,-0.0019891584303067,0.0117213028711187
2023-12-15,19110,4187.0,-0.0020296289298849,-0.0051358220535126
2023-12-15,77450,1810.0,-0.0022006854857154,-0.0018935406347307
2023-12-15,41650,616.0,-0.0022584670638239,-0.0037427188389898
2023-12-15,73570,659.0,-0.0022721507871282,-0.0019896130323457
2023-12-15,61920,93.0,-0.0022728685359348,0.00051733745139
2023-12-15,97350,10125.0,-0.0024337275579794,0.0091642049595478
2023-12-15,18030,932.2,-0.0024667965117973,0.0046554254939895
2023-12-15,83090,5351.0,-0.0026220040401187,0.0087586178290165
2023-12-15,73790,772.0,-0.0026236272016088,-0.0045173573688863
2023-12-15,64320,4095.0,-0.0028155011443009,0.0042185174139946
2023-12-15,40630,5459.0,-0.0028291787173087,-0.0028560606743352
2023-12-15,90900,1448.0,-0.002830555021057,-0.0002499307738836
2023-12-15,40880,1859.0,-0.0029203182637955,0.0041029254360962
2023-12-15,34050,1405.5,-0.0030686078963241,0.0046133822380813
2023-12-15,52560,3670.0,-0.0031423211883959,-0.0026157700230799
2023-12-15,60360,6870.0,-0.0032542008282824,-0.0022428362129461
2023-12-15,95130,2269.0,-0.0033584164120972,0.0076671841640406
2023-12-15,14330,1105.0,-0.0034170117627772,-0.0049288581184957
2023-12-15,72960,1742.0,-0.0036371099801847,0.0016010790177426
2023-12-15,57590,1006.0,-0.0036392552193028,-0.0029620088517766
2023-12-15,31030,170.0,-0.0039093994148129,-0.0074831097789182
2023-12-15,35490,3361.0,-0.0041039679408317,0.0076448047840864
2023-12-15,43100,2790.0,-0.0041443122538989,-0.0004542745372257
2023-12-15,31210,360.0,-0.0044714047779686,0.0025623371415337
2023-12-15,48820,644.0,-0.0045854287565355,-0.0042414100256598
2023-12-15,46660,1836.5,-0.0052712502181026,-0.0064786616324042
2023-12-15,48800,1664.0,-0.0053815130085576,-0.0125262569702025
2023-12-15,95220,910.0,-0.0054646673835113,-0.0021594726821099
2023-12-15,34650,3140.0,-0.0067067027770667,-0.0087760525079271
2023-12-15,72460,576.0,-0.0069384699761434,-0.0067227192274086
2023-12-15,65740,759.0,-0.007433871550554,0.0073468967686633
2023-12-15,66300,946.0,-0.0078340481172293,-0.0068386127242688
2023-12-15,93990,7.0,-0.0079519207685157,-0.0138360892620726
2023-12-15,88300,4357.0,-0.0088136840239344,-0.0033007614928619
2023-12-15,44750,1197.0,-0.0088515860385017,-0.0045578495110651
2023-12-15,41770,1210.0,-0.0091125851181544,-0.0046143465591066
2023-12-15,38950,579.0,-0.0101820371864086,0.0034945632669346
2023-12-15,99620,2130.0,-0.0105213484849815,-0.0108245894682328
